id,districtid,regionid,udise,collegename,stream,status,medium,subject,choicecode,ReservationDetails,SC,ST,VJA,NTB,NTC,NTD,OBC,SBC,SEBC,EWS,General,round_id
9705,Pune,Nashik,272086586,S.M. Bhandup College of Arts & Science,Science,G,Semi-English,Arts,55727,Reserved,91.22,82.36999999999999,86.2,87.78,85.25,,91.77,91.22999999999999,84.02,86.72999999999999,89.46,1
9706,Pune,Aurangabad,272038247,K.C. Ghatkopar Vidyalaya,Science,G,English,Science,56344,Reserved,64.6,57.94,61.05,58.85,,59.019999999999996,65.2,61.26,61.76,63.58,63.699999999999996,1
9707,Mumbai,Pune,272043738,Shree Mulund College of Commerce,Science,U,English,General,92360,Open,85.56,88.76,86.07000000000001,,90.80000000000001,90.96000000000001,86.80000000000001,,91.55000000000001,85.99000000000001,88.86,1
9708,Thane,Aurangabad,272099760,R.D. Pune Vidyalaya,Commerce,A,English,Science,41275,Reserved,68.82,66.63,,78.28,72.74,76.36,72.99,72.41,69.3,70.47,75.95,2
9709,Thane,Nashik,272045296,Gokhale Ghatkopar Vidyalaya,Science,A,English,Science,46054,Open,55.92,49.03,59.61,58.95,53.12,56.8,51.99,52.1,53.31,54.44,57.47,1
9710,Nagpur,Aurangabad,272028151,S.M. Andheri Junior College,Commerce,U,Marathi,Science,68111,Reserved,57.9,54.46,58.05,60.519999999999996,57.47,54.47,61.0,56.46,53.309999999999995,56.4,61.16,3
9711,Thane,Aurangabad,272019561,Dr. Kalwa Institute,Science,A,English,Commerce,43127,Open,53.11,55.75,54.1,59.95,56.95,54.06,58.79,57.870000000000005,55.36,54.650000000000006,57.650000000000006,3
9712,Nashik,Aurangabad,272027169,Pt. Pune College of Arts & Science,Arts,G,English,General,51905,Open,56.88,55.38,,,63.52,,59.53,62.14,63.17,62.79,64.14,2
9713,Pune,Amravati,272085435,Chhatrapati Borivali Vidyalaya,Science,U,English,Arts,94905,Reserved,83.02000000000001,84.0,84.01,,87.64,88.94,87.06,89.64,86.69,89.55,89.59,1
9714,Nashik,Konkan,272024450,Chhatrapati Kalwa College of Commerce,Science,G,English,Commerce,14728,Open,60.199999999999996,56.43,63.48,,64.36,,63.06999999999999,55.76,59.589999999999996,63.489999999999995,61.61,3
9715,Pune,Nashik,272049473,S.M. Dadar College of Arts & Science,Commerce,U,English,Commerce,93692,Reserved,64.42999999999999,61.94,58.74,,,,61.01,63.31,64.41,61.16,66.28,2
9716,Mumbai,Amravati,272067289,S.M. Ghatkopar College of Commerce,Commerce,U,English,Science,27001,Reserved,88.99,87.44999999999999,90.0,,83.14,,85.42999999999999,86.00999999999999,86.39999999999999,88.83,91.19,2
9717,Nashik,Konkan,272096080,Pt. Borivali College of Commerce,Science,A,English,Commerce,43185,Open,87.7,85.16,86.33,80.42999999999999,,,81.59,,87.23,82.16,85.33,3
9718,Thane,Nagpur,272058660,Vivekanand Andheri College of Arts & Science,Science,A,Semi-English,General,13082,Reserved,73.27,73.55,71.05,,,68.8,69.22,75.01,73.91,68.43,72.74,3
9719,Pune,Aurangabad,272010572,Tilak Ghatkopar Vidyalaya,Science,A,Semi-English,General,57781,Reserved,68.62,59.099999999999994,67.2,,62.69,64.67,60.12,69.1,60.33,60.93,68.49,2
9720,Nagpur,Aurangabad,272034385,Elphinstone Kalwa College of Arts & Science,Commerce,U,English,Arts,41632,Reserved,76.87,66.41,,74.82,77.14,,68.28,71.03999999999999,72.76,69.52,77.08,2
9721,Nashik,Amravati,272029312,K.C. Dadar College of Arts & Science,Arts,G,Marathi,General,68023,Reserved,68.64999999999999,62.97,,65.36,68.53999999999999,,63.209999999999994,64.00999999999999,61.93,70.3,68.2,1
9722,Mumbai,Pune,272035674,Wilson Borivali College of Arts & Science,Commerce,A,English,Commerce,74900,Reserved,92.92,88.97,,87.93,96.46000000000001,89.71000000000001,91.77000000000001,91.48,90.73,88.97,95.66000000000001,3
9723,Nagpur,Nashik,272048365,Tilak Mulund College of Arts & Science,Commerce,G,English,Arts,32236,Open,73.4,74.92,74.67,72.57000000000001,,70.67,77.99000000000001,75.63,77.63,78.41,77.96000000000001,3
9724,Mumbai,Konkan,272074674,Wilson Andheri College of Arts & Science,Commerce,U,English,Commerce,88710,Reserved,67.26,70.10000000000001,67.02000000000001,,,69.59,72.37,,75.44,74.37,73.45,1
9725,Pune,Aurangabad,272070485,Chhatrapati Bhandup Vidyalaya,Science,U,English,Commerce,94863,Reserved,52.39,56.0,52.900000000000006,,,,60.7,51.830000000000005,58.970000000000006,52.28,61.52,3
9726,Nashik,Nashik,272082103,Chhatrapati Ghatkopar Vidyalaya,Arts,U,Marathi,General,10728,Reserved,59.370000000000005,53.56,,55.59,,53.39,60.33,55.63,54.09,53.22,59.88,3
9727,Mumbai,Aurangabad,272097573,Vivekanand Kalwa Vidyalaya,Arts,A,English,General,83289,Open,53.94,56.519999999999996,58.16,,57.519999999999996,55.83,60.12,,63.55,55.3,61.78,1
9728,Nagpur,Aurangabad,272010819,Shree Dadar College of Commerce,Science,G,English,Arts,45768,Open,80.05999999999999,81.36999999999999,79.57,80.97999999999999,83.19999999999999,82.77999999999999,89.03999999999999,81.75999999999999,84.52999999999999,87.52,87.83999999999999,2
9729,Nagpur,Aurangabad,272047601,Elphinstone Thane Vidyalaya,Science,A,Marathi,General,99027,Open,70.61,63.040000000000006,70.01,74.08000000000001,74.25,73.59,71.53,71.58000000000001,66.93,72.0,72.81,1
9730,Thane,Nashik,272055205,Elphinstone Mulund Vidyalaya,Science,U,Marathi,Commerce,78710,Open,56.04,56.949999999999996,62.019999999999996,,,,60.959999999999994,,62.129999999999995,58.519999999999996,64.14999999999999,3
9731,Mumbai,Amravati,272074585,Smt. Dadar Junior College,Science,A,English,Arts,90103,Reserved,83.3,80.91,78.39999999999999,81.61999999999999,81.22999999999999,74.21,81.36999999999999,76.67999999999999,78.52,80.00999999999999,82.14,1
9732,Nashik,Nashik,272084348,Chhatrapati Airoli Institute,Commerce,A,English,Arts,62214,Open,91.78,83.94999999999999,92.64999999999999,88.49,86.16,,92.39999999999999,90.39999999999999,86.0,88.19999999999999,91.35,2
9733,Nashik,Nashik,272070770,Chhatrapati Kalwa Vidyalaya,Commerce,U,English,Arts,51264,Open,54.589999999999996,52.53,63.73,55.69,63.47,63.01,56.879999999999995,,63.01,55.15,61.089999999999996,1
9734,Thane,Nagpur,272027949,Shree Thane College of Commerce,Arts,A,English,General,39752,Reserved,71.50999999999999,70.0,73.71,73.41,65.99,68.44,70.66,71.67999999999999,63.72999999999999,69.72999999999999,71.36999999999999,1
9735,Nagpur,Pune,272058965,Shree Pune Junior College,Commerce,U,English,Arts,94106,Reserved,56.57,53.91,54.72,52.86,,59.23,53.09,55.58,59.22,60.34,59.57,1
9736,Mumbai,Pune,272025232,Rajmata Bhandup College of Arts & Science,Commerce,A,English,General,91755,Reserved,53.67,52.92,60.410000000000004,57.86,,,57.1,,58.910000000000004,59.730000000000004,61.53,2
9737,Nagpur,Amravati,272078124,R.D. Andheri College of Commerce,Commerce,G,Marathi,Science,43908,Open,76.83,71.38,76.23,74.89999999999999,70.92999999999999,,76.6,71.57,71.91,74.73,80.17999999999999,1
9738,Mumbai,Pune,272048182,Rajmata Mulund College of Arts & Science,Science,U,Marathi,Arts,53616,Reserved,76.16,73.04,75.05,68.02000000000001,74.4,,68.49000000000001,71.13000000000001,66.57000000000001,68.52000000000001,72.01,2
9739,Mumbai,Amravati,272095909,Wilson Borivali Vidyalaya,Science,U,Marathi,Commerce,13537,Open,60.69,52.230000000000004,61.730000000000004,59.71,59.99,62.92,61.34,62.93,55.04,56.71,63.06,2
9740,Mumbai,Aurangabad,272016807,N.S. Dadar Junior College,Commerce,A,English,Commerce,41067,Open,55.019999999999996,58.379999999999995,56.669999999999995,60.54,53.65,61.239999999999995,53.83,,54.83,59.8,60.31999999999999,2
9741,Nagpur,Aurangabad,272070156,Pt. Ghatkopar College of Arts & Science,Science,A,English,Arts,67793,Open,86.32,86.02,86.13,85.87,83.34,84.72,83.49,78.96,86.86,86.92,88.27,2
9742,Nagpur,Nashik,272013175,K.C. Kalwa College of Arts & Science,Science,U,English,General,55796,Reserved,66.01,62.56,67.53,72.71000000000001,66.98,,64.88000000000001,,72.32000000000001,69.60000000000001,69.2,1
9743,Nagpur,Aurangabad,272036687,Elphinstone Thane Institute,Arts,U,Marathi,Science,46655,Reserved,96.77,91.38,88.84,94.18,,96.0,91.25,,93.31,95.81,97.43,1
9744,Pune,Pune,272040169,Vivekanand Borivali College of Arts & Science,Commerce,U,English,Science,82609,Reserved,87.39999999999999,88.86999999999999,82.81,84.69,,91.2,91.69,87.83,90.05,89.67999999999999,89.28999999999999,1
9745,Nagpur,Konkan,272095161,Tilak Andheri Institute,Science,A,Semi-English,General,14264,Reserved,69.31,60.120000000000005,69.08,,69.35000000000001,,70.13000000000001,69.69000000000001,65.27000000000001,62.730000000000004,70.57000000000001,2
9746,Thane,Nashik,272090080,Wilson Pune Vidyalaya,Commerce,A,Marathi,Arts,73181,Open,97.2,93.71,,94.5,,97.28999999999999,90.39,92.66,91.64,92.48,95.25999999999999,2
9747,Pune,Amravati,272079428,Elphinstone Dadar Vidyalaya,Arts,U,Semi-English,Science,78809,Open,89.89999999999999,92.88,92.95,,,,95.97,91.92,95.00999999999999,93.5,96.67999999999999,1
9748,Mumbai,Aurangabad,272027557,Pt. Borivali College of Commerce,Science,A,Marathi,General,10955,Reserved,78.27000000000001,69.22000000000001,75.58000000000001,73.61000000000001,76.32000000000001,77.42,74.25,74.05000000000001,70.22000000000001,75.05000000000001,79.03,2
9749,Nashik,Nashik,272022269,Chhatrapati Bhandup Vidyalaya,Science,A,Semi-English,Commerce,59099,Open,65.11999999999999,65.06,,65.81,58.339999999999996,58.25,59.029999999999994,,62.68,65.97,65.78999999999999,1
9750,Pune,Nashik,272048352,Dr. Kalwa Junior College,Arts,A,Marathi,Arts,40090,Open,70.96,73.17,75.82,71.67,73.8,69.72,71.17999999999999,74.88,75.03999999999999,73.75999999999999,72.27,1
9751,Pune,Nashik,272069347,Rajmata Bhandup Institute,Science,A,Semi-English,Science,79742,Open,59.53,59.18,,55.18,57.2,60.88,59.33,54.980000000000004,58.13,59.98,63.05,2
9752,Mumbai,Aurangabad,272082810,R.D. Pune Vidyalaya,Science,G,English,Arts,38300,Reserved,62.03,65.3,,,,,65.4,61.74,57.99,58.82,63.36,1
9753,Nagpur,Amravati,272099212,Pt. Andheri Institute,Commerce,G,English,Arts,36046,Open,59.34,54.78,58.07,56.57,53.290000000000006,57.550000000000004,54.480000000000004,,56.38,57.46,59.660000000000004,2
9754,Nagpur,Nashik,272028876,Elphinstone Borivali Junior College,Arts,A,Marathi,Arts,79950,Reserved,75.21000000000001,67.97,75.96000000000001,,,72.91000000000001,74.7,77.31,70.55000000000001,76.18,73.34,3
9755,Pune,Nashik,272041852,Chhatrapati Thane College of Arts & Science,Science,A,Semi-English,Arts,58742,Open,66.19999999999999,69.63,72.72999999999999,,67.11999999999999,72.19,65.71,67.97999999999999,68.92999999999999,69.92999999999999,73.88999999999999,1
9756,Nagpur,Nashik,272035305,Gokhale Ghatkopar Junior College,Science,U,English,Science,62810,Open,93.81,89.81,90.22999999999999,,84.72,91.47,87.71,92.03999999999999,85.50999999999999,86.81,91.55,2
9757,Pune,Nagpur,272068288,N.S. Mulund College of Commerce,Science,G,English,Science,86067,Open,84.2,79.36,86.31,77.82,77.85,81.14,80.42999999999999,77.16,80.63,82.03,85.39,3
9758,Nashik,Aurangabad,272094555,Shree Airoli College of Commerce,Arts,A,Marathi,General,34705,Open,68.63000000000001,68.87,,70.83,70.60000000000001,70.45,75.74000000000001,71.53,71.95,71.83,76.04,1
9759,Nashik,Nagpur,272030455,S.M. Kalwa Vidyalaya,Science,U,Marathi,Commerce,34448,Reserved,87.36,81.51,84.96,85.06,83.67,,80.15,79.75,82.62,84.02,87.32,1
9760,Mumbai,Pune,272017353,Elphinstone Borivali Institute,Commerce,A,English,Science,89582,Reserved,74.39999999999999,75.64,76.00999999999999,,,,83.22,82.22,80.24,75.69999999999999,79.86,1
9761,Thane,Amravati,272084368,R.D. Mulund Vidyalaya,Arts,A,Marathi,Commerce,25842,Reserved,72.89,71.82,,72.69999999999999,71.89999999999999,76.82,79.3,72.1,77.69999999999999,70.89,78.71,2
9762,Thane,Nashik,272045353,Tilak Bhandup College of Arts & Science,Science,U,Semi-English,Commerce,42463,Open,63.3,62.53,,,60.93,63.54,66.13,60.34,66.65,65.74,67.57,2
9763,Nagpur,Nagpur,272051504,Pt. Pune Institute,Arts,U,Semi-English,Science,63357,Reserved,75.42,77.05,72.53,77.01,76.91,81.62,78.54,80.18,78.18,78.28,79.99000000000001,2
9764,Thane,Nashik,272018392,Tilak Kalwa Institute,Arts,A,English,Commerce,88752,Reserved,65.75999999999999,68.47,70.66,71.82,69.41999999999999,68.91999999999999,67.22999999999999,,64.05,69.25,70.89999999999999,2
9765,Nashik,Nagpur,272061735,Smt. Thane Vidyalaya,Arts,U,English,General,59777,Reserved,97.69999999999999,92.11,,94.03999999999999,92.22999999999999,,91.14,,96.1,99.44999999999999,95.17,2
9766,Mumbai,Nashik,272073994,Wilson Borivali College of Arts & Science,Science,G,English,General,49707,Reserved,91.98,88.72,,84.16000000000001,,,84.06,,83.12,82.55000000000001,89.35000000000001,1
9767,Nashik,Aurangabad,272062455,Rajmata Mulund Junior College,Commerce,A,English,General,78794,Open,86.78,80.28,83.39,88.03,90.78,,89.47,86.53999999999999,89.19,84.83,87.73,3
9768,Pune,Pune,272068362,Shree Thane College of Commerce,Arts,U,English,Commerce,15622,Open,79.16,73.94,78.72,81.58,80.94,79.67,83.04,78.12,82.28,83.04,83.32000000000001,1
9769,Nagpur,Nashik,272011540,Wilson Ghatkopar Junior College,Arts,A,Marathi,Arts,46267,Open,65.85,59.309999999999995,65.41,63.92,,,61.129999999999995,60.16,65.39,60.93,63.83,1
9770,Nagpur,Nagpur,272061829,Wilson Thane College of Arts & Science,Science,U,English,Arts,13824,Open,86.15,80.47,83.19,83.64,85.22,90.33,85.99,89.47,83.78,84.54,91.23,3
9771,Thane,Nashik,272035838,Smt. Airoli Junior College,Arts,G,Semi-English,General,72222,Reserved,94.71,85.6,,,88.42,90.72,88.78999999999999,93.83,88.92,94.17999999999999,97.06,3
9772,Pune,Aurangabad,272063345,S.M. Kalwa Junior College,Science,A,Semi-English,Science,39020,Open,89.49,93.92,,,87.44,96.25,94.85,95.1,93.94,91.08,93.99,3
9773,Thane,Amravati,272092593,Dr. Thane Vidyalaya,Science,A,English,Commerce,70109,Open,84.7,81.67,,92.01,87.82000000000001,93.03,88.82000000000001,93.39,85.11,89.36,92.56,1
9774,Thane,Amravati,272038797,Dr. Pune Vidyalaya,Commerce,A,Semi-English,General,37398,Open,86.81,90.57000000000001,,89.99000000000001,93.5,94.84,86.07000000000001,91.59,91.71000000000001,94.8,92.41,3
9775,Thane,Pune,272097936,Shree Thane College of Arts & Science,Arts,G,Marathi,Arts,17256,Reserved,75.06,67.59,75.62,68.39,69.44,75.19,73.84,71.23,72.2,76.53,73.33,2
9776,Pune,Amravati,272028431,Shree Bhandup Institute,Commerce,G,Marathi,General,46023,Open,56.29,63.370000000000005,65.3,57.29,,61.44,62.81,56.870000000000005,56.26,57.82,61.64,2
9777,Thane,Nashik,272078186,Tilak Borivali College of Commerce,Commerce,U,English,General,21450,Reserved,72.24,66.57,68.57,68.28,72.63,68.99,68.69999999999999,72.94999999999999,67.47,67.72999999999999,71.46,3
9778,Nagpur,Aurangabad,272065881,Smt. Thane Vidyalaya,Arts,U,Marathi,General,56104,Open,61.04,52.47,59.21,,,58.57,53.46,52.800000000000004,58.49,57.690000000000005,61.86,1
9779,Thane,Nashik,272036274,Smt. Thane Vidyalaya,Science,A,English,Arts,10171,Reserved,64.35000000000001,62.730000000000004,69.45,59.99,,68.78,60.470000000000006,60.540000000000006,61.71000000000001,69.25,67.03,2
9780,Pune,Nashik,272010569,Pt. Thane Institute,Commerce,A,Marathi,Arts,60636,Open,60.160000000000004,58.42,56.15,,59.45,63.370000000000005,64.04,56.22,56.21,59.660000000000004,61.97,3
9781,Pune,Pune,272024788,Vivekanand Dadar Institute,Science,A,English,Science,38629,Open,90.13000000000001,83.13000000000001,90.45,93.31,88.44000000000001,89.2,88.84,,87.79,87.47,90.04,2
9782,Nashik,Amravati,272018829,Shree Ghatkopar Junior College,Science,U,Marathi,Arts,33157,Open,57.89,56.339999999999996,,,59.72,51.28,53.5,54.54,56.83,56.11,58.75,1
9783,Thane,Amravati,272028129,R.D. Andheri Vidyalaya,Commerce,A,English,General,43759,Open,59.23,52.699999999999996,55.4,56.309999999999995,,56.099999999999994,55.73,,58.43,56.25,58.629999999999995,1
9784,Pune,Amravati,272029863,Shree Ghatkopar College of Arts & Science,Arts,U,English,Arts,13842,Reserved,62.92,66.76,64.12,69.34,65.19,68.4,62.39,60.69,62.32,61.16,68.54,2
9785,Thane,Nagpur,272013547,Tilak Andheri College of Arts & Science,Commerce,U,Marathi,Science,51186,Reserved,67.82000000000001,66.49000000000001,67.9,,,71.27000000000001,68.06,67.89,73.7,76.25,75.75,1
9786,Mumbai,Nashik,272016423,Rajmata Borivali Junior College,Arts,A,Marathi,Commerce,23547,Reserved,63.66,53.809999999999995,55.73,59.91,61.519999999999996,,58.43,,57.129999999999995,59.68,63.879999999999995,1
9787,Nagpur,Aurangabad,272098590,N.S. Ghatkopar Vidyalaya,Science,G,English,Science,16014,Reserved,92.16999999999999,89.85,93.75,90.61999999999999,89.86,,91.05,91.94,96.67999999999999,95.97999999999999,96.19,1
9788,Nagpur,Aurangabad,272077894,Gokhale Pune College of Commerce,Science,A,English,General,28501,Reserved,81.99,80.30999999999999,,,,82.35,75.27,,77.05,82.1,83.47999999999999,1
9789,Thane,Nashik,272048296,Smt. Dadar Junior College,Commerce,U,Semi-English,General,63426,Reserved,54.09,55.63,56.8,51.58,53.42,,53.53,,60.99,54.47,59.49,1
9790,Nagpur,Konkan,272075978,S.M. Pune Vidyalaya,Science,A,Marathi,Commerce,57312,Reserved,52.78,56.13,55.58,55.13,53.22,59.8,53.82,55.58,57.15,59.56,61.29,1
9791,Nagpur,Nashik,272045182,Smt. Ghatkopar Junior College,Science,U,English,Science,77702,Reserved,55.23,54.88999999999999,54.73,,56.37,60.699999999999996,64.36,60.169999999999995,59.339999999999996,63.72,60.449999999999996,3
9792,Mumbai,Nagpur,272026580,Smt. Kalwa College of Commerce,Commerce,U,Marathi,General,40206,Open,74.74,70.69,72.36,71.28,75.67999999999999,74.81,69.06,,72.75999999999999,74.33999999999999,74.94999999999999,1
9793,Nagpur,Amravati,272060816,S.M. Airoli Vidyalaya,Science,A,English,Science,79856,Open,70.5,75.23,72.69000000000001,77.12,,78.85000000000001,70.78,,70.92,70.88000000000001,77.75,3
9794,Nagpur,Nashik,272043177,Dr. Dadar Institute,Science,A,English,Arts,69238,Open,69.41,75.73,70.42,70.58,,69.97,71.5,71.8,72.3,74.64,75.50999999999999,3
9795,Pune,Nagpur,272081190,Wilson Bhandup Institute,Commerce,A,Marathi,Arts,92790,Open,91.84,90.98,93.07000000000001,,92.77,,87.52,95.62,87.74000000000001,95.94,94.7,2
9796,Nagpur,Konkan,272036678,Gokhale Thane Vidyalaya,Commerce,G,Semi-English,General,86208,Reserved,55.97,50.900000000000006,57.22,54.59,59.92,,54.36,57.43,60.27,56.45,61.35,1
9797,Thane,Nashik,272036816,Dr. Kalwa Junior College,Arts,A,Marathi,Commerce,66607,Open,87.47,87.91999999999999,80.94,81.25999999999999,80.14999999999999,83.25,83.99,,80.69999999999999,81.02,88.83999999999999,3
9798,Nagpur,Amravati,272037854,S.M. Dadar College of Arts & Science,Commerce,G,English,Arts,36997,Open,63.59,65.72,67.63000000000001,,63.17,69.05000000000001,66.63000000000001,63.330000000000005,64.34,62.31,69.19000000000001,2
9799,Thane,Pune,272065425,S.M. Borivali Junior College,Commerce,U,Semi-English,Science,36488,Open,66.47,60.129999999999995,,63.059999999999995,60.07,59.959999999999994,66.67999999999999,,61.669999999999995,60.33,64.57,1
9800,Nagpur,Aurangabad,272069160,Gokhale Andheri College of Arts & Science,Arts,U,English,General,48188,Reserved,89.42,79.17,89.62,86.56,,90.11,85.02000000000001,87.43,89.99000000000001,88.78,88.07000000000001,2
9801,Thane,Konkan,272098564,Vivekanand Kalwa College of Arts & Science,Arts,G,Semi-English,Commerce,61716,Open,77.02,73.5,75.97,73.05,78.58,77.53,73.0,81.65,73.2,73.09,78.64999999999999,1
9802,Nagpur,Pune,272085531,Vivekanand Dadar College of Commerce,Science,A,English,General,71247,Reserved,85.97,82.00999999999999,,86.42999999999999,89.72999999999999,90.16,91.16999999999999,90.27999999999999,90.47,90.80999999999999,90.22,1
9803,Thane,Aurangabad,272059941,Chhatrapati Thane Vidyalaya,Science,A,English,General,46848,Open,77.96,75.46,80.6,79.91,72.59,80.75999999999999,72.67,75.21,75.22,77.39,78.81,2
9804,Nagpur,Pune,272013006,Wilson Borivali College of Commerce,Commerce,U,Marathi,Commerce,94897,Open,78.92,79.69,85.29,82.77,78.5,85.83,84.94,81.29,81.49,81.58,87.5,1
9805,Mumbai,Nashik,272076782,R.D. Pune Institute,Commerce,A,English,Science,65973,Reserved,79.09,81.69,86.33,88.14999999999999,86.88,83.36,82.57,82.21,87.11999999999999,80.00999999999999,85.41,2
9806,Pune,Nashik,272031808,Dr. Ghatkopar Junior College,Arts,G,Marathi,Arts,44927,Reserved,81.03,80.08,78.52,,,84.77,82.01,79.19,80.57,86.26,83.64,3
9807,Pune,Aurangabad,272080812,Shree Dadar Vidyalaya,Commerce,G,Marathi,Science,61654,Open,81.09,79.12,82.3,73.87,81.64,,73.82,78.86,73.28,74.16,80.23,1
9808,Pune,Aurangabad,272089331,Chhatrapati Pune Institute,Commerce,G,English,Commerce,66607,Reserved,62.839999999999996,61.38999999999999,,,65.13,70.53,69.83999999999999,72.14999999999999,71.86,67.03999999999999,71.99,1
9809,Pune,Nashik,272063145,Pt. Pune College of Commerce,Arts,U,Marathi,Commerce,14894,Reserved,78.89999999999999,81.69,,85.05,85.30999999999999,82.89999999999999,79.61,79.16,77.05,82.72999999999999,84.00999999999999,2
9810,Mumbai,Nashik,272075374,Rajmata Ghatkopar Junior College,Commerce,A,English,Arts,42458,Open,86.88,76.81,,82.75,,87.13,79.60000000000001,81.36,87.37,81.21000000000001,88.0,2
